tsne_1,tsne_2,pca_1,pca_2,simplified_label,original_label
6.5385575,5.202885,-7.674093554014951,-0.5237472991764165,tip,finger tip
5.512687,3.926752,-5.9856000060111825,-0.11723468477232706,tip,finger tip
5.6229687,2.694159,-5.555954567672036,1.1952316951092015,tip,finger tip
6.030786,6.0051117,-7.39360450777822,-0.42046454063361105,tip,finger tip
6.793061,6.433948,-7.203553647323052,-0.1346303336161764,tip,finger tip
5.622324,5.0636263,-6.63071723771923,-0.37947203518174305,tip,finger tip
6.356286,6.7456126,-7.380668663380551,-0.04484981734656956,tip,finger tip
4.689733,6.9031935,-6.759749992802915,-0.5820918161797164,tip,finger tip
6.6264997,5.1479526,-7.019796742106217,-0.3559373079708772,tip,finger tip
7.006946,4.6276393,-7.39113459853244,-0.5937571813108008,tip,finger tip
5.2121763,4.209589,-5.755047648392283,-0.49483245041551105,tip,finger tip
5.6469193,6.651253,-6.306203606359332,-0.20849240318554207,tip,finger tip
6.077444,4.1315966,-6.650911323071874,-0.125267663199921,tip,finger tip
6.000934,4.6642323,-6.604544026925506,-0.33859449816640935,tip,finger tip
7.1418743,5.4860697,-7.3683458892078875,-0.5747780058558797,tip,finger tip
6.164292,5.442097,-6.364981640486895,-0.8276075435562873,tip,finger tip
6.919712,6.044885,-7.528071542505091,-0.46385941753761795,tip,finger tip
5.996516,4.9016347,-6.472155900797858,-0.4770948939657788,tip,finger tip
6.6742234,5.7204123,-7.849319371383777,-0.3898111399055244,tip,finger tip
5.052673,4.61943,-6.259203605193029,-0.19891490758281247,tip,finger tip
6.5334754,6.371201,-7.134612426345951,-0.4172483161590941,tip,finger tip
6.389665,3.875294,-6.567735910648656,-0.0516412759139194,tip,finger tip
5.8176003,4.8716683,-6.447097319734063,-0.633138832813172,tip,finger tip
5.4433546,4.519786,-6.3477548582837535,0.07778067406762113,tip,finger tip
5.3843174,4.427578,-6.164130310383178,-0.5973142392205724,tip,finger tip
5.7399673,6.826346,-7.1369094106158535,-0.5620276393693665,tip,finger tip
5.281974,6.1942534,-6.713240777253357,-0.29600156476409445,tip,finger tip
5.366877,5.1805816,-6.184429450820163,-0.32553045378433654,tip,finger tip
5.7227955,6.2314057,-7.1155201575246245,0.058098960339707524,tip,finger tip
4.395666,4.447038,-5.211505777091766,0.09533475822228825,tip,finger tip
5.767272,5.7924776,-7.190850591817878,0.028056160679775677,tip,finger tip
5.0202894,4.252881,-5.8719730602300375,-0.231642839399891,tip,finger tip
4.6633296,4.9920287,-5.356861397964099,0.22754188571083364,tip,finger tip
6.7111263,6.3939757,-7.4471295569593785,-0.03592203229983492,tip,finger tip
4.853816,5.044136,-5.548086460667503,-0.5974411162004548,tip,finger tip
6.957152,5.367598,-7.525250378541322,-0.5444693283749416,tip,finger tip
6.416792,6.223666,-7.205978619204286,-0.3340733582545414,tip,finger tip
6.7247243,7.216704,-7.007742949273832,-0.08684078119615757,tip,finger tip
4.578267,5.7948227,-5.921237660337276,-0.22579894151320914,tip,finger tip
6.388159,6.510266,-7.104918754391346,-0.17496950633566521,tip,finger tip
5.7656446,5.7930856,-7.060349179076989,-0.17931345397437817,tip,finger tip
5.5106306,5.211885,-6.515299293769278,-0.3651855196665187,tip,finger tip
7.627314,4.552696,-7.877428896665775,-0.34778140435582794,tip,finger tip
4.939942,5.5029593,-5.848733809056061,0.15754352348249412,tip,finger tip
6.169714,5.84787,-6.955279449233638,-0.6018095498066273,tip,finger tip
5.7193594,6.525588,-7.389836679758156,-0.12425332885054646,tip,finger tip
5.7996197,0.95800644,-6.592608127408432,0.17346949986865715,tip,finger tip
6.688658,4.0256753,-7.455091951054743,-0.17629379466748318,tip,finger tip
6.817606,4.6803994,-7.092113909635153,-0.12974449908100616,tip,finger tip
5.511019,5.5027237,-7.213421406593127,-0.535052848431288,tip,finger tip
5.742285,0.9073193,-3.7797344739516965,0.5559801947802107,middle,finger middle
-0.21009384,-0.6117169,0.17287381583364678,-0.4422216132969573,middle,finger middle
3.918418,3.6699245,-3.957426067907476,0.052089735031635775,middle,finger middle
3.955226,4.0912733,-4.3307971436208526,-0.615699641200923,middle,finger middle
1.605393,0.63030523,-1.683143437643541,-0.25584721800562005,middle,finger middle
3.4778109,4.431838,-3.8038062113570534,-0.7018464921007533,middle,finger middle
3.7338202,3.8567545,-4.020576438283822,-0.23249677166747318,middle,finger middle
2.0050054,-0.6666606,-0.901608323692856,0.5931752501041914,middle,finger middle
2.2402644,2.5493257,-2.5932454485326866,-0.053207135006036535,middle,finger middle
1.5068204,0.89862627,-1.5217467450624276,-0.14575180122331735,middle,finger middle
3.7436018,3.3342113,-3.3834082855820315,-0.5846144888498098,middle,finger middle
2.9797518,1.5120199,-2.855183137541802,-0.3557391555219463,middle,finger middle
-2.664279,1.6185385,-0.3160467201991806,17.668320699818505,middle,finger middle
3.404032,4.0629473,-4.0541100096905565,-0.2530814602877587,middle,finger middle
4.1207128,2.857608,-3.459120634720476,-0.7890210054754678,middle,finger middle
1.2272626,-1.3249097,0.4257955519771863,0.12175612079866989,middle,finger middle
2.1391792,2.2048507,-1.8764779258522775,-0.5857246017060359,middle,finger middle
2.1966,1.3772169,-2.705189925362349,0.14818383019287848,middle,finger middle
3.1505826,5.3626523,-4.40291004045526,-0.3957387954941876,middle,finger middle
4.3342524,3.6310794,-3.9223112044956707,-0.03629602766478402,middle,finger middle
3.825047,3.2829597,-4.028945507168912,-0.46760116844884103,middle,finger middle
3.187478,4.163042,-3.9443017340915683,-0.14316091927437977,middle,finger middle
1.1917508,0.734099,-1.2650929309512122,0.04077202551340849,middle,finger middle
3.2131767,3.1640148,-3.5229729953282436,-0.5605234885488214,middle,finger middle
0.84702545,1.4978662,-1.7396025826161452,0.069519128808821,middle,finger middle
2.4352937,2.9228315,-2.6557428247828985,-0.1548757442001638,middle,finger middle
-0.22068956,0.2778755,0.30162914193081175,-0.130951342070698,middle,finger middle
-2.6631358,1.6132264,-0.636063872788808,18.15471692209385,middle,finger middle
4.379937,3.598377,-4.2884384118548144,-0.38607492221796375,middle,finger middle
3.8846848,2.3362575,-4.153038501592699,-0.09850031268321795,middle,finger middle
2.5354002,2.2164478,-2.3353432040102042,-0.41686857315300563,middle,finger middle
3.3201182,3.1686418,-3.7314942815639824,-0.21107660486715962,middle,finger middle
3.082737,1.7817975,-3.4440537637345927,-0.4673494525773988,middle,finger middle
-0.0059101144,-0.96883845,0.6065387630294056,-0.1442433842963061,middle,finger middle
1.1337267,0.2939612,-1.225342613607988,-0.29149235878147506,middle,finger middle
3.0431025,4.4640546,-3.653334734707369,-0.011583244983210748,middle,finger middle
0.5065993,-0.25863254,0.14207649903047873,-0.4457971413448572,middle,finger middle
2.3317401,2.560329,-2.054429109724583,-0.3317514664725769,middle,finger middle
1.1422975,-0.80429417,-0.23339823125422546,-0.26578096169644105,middle,finger middle
2.2336369,-0.14155418,-1.7588724518433598,0.2946650909054212,middle,finger middle
1.296757,0.916152,-1.488001241507728,0.13452523477733727,middle,finger middle
1.9791923,-0.06468137,-1.4089380496402484,0.4304353305539989,middle,finger middle
4.404358,2.5352373,-4.200366046316375,-0.5383511115531195,middle,finger middle
2.4404233,4.0181413,-3.541650632943935,-0.18926407526298153,middle,finger middle
4.426928,2.5729425,-4.267588055174128,-0.35283253702275613,middle,finger middle
3.749411,4.932817,-4.58558123555443,-0.17256459161676535,middle,finger middle
1.2221605,1.218607,-1.9794197982220814,0.6729341745011109,middle,finger middle
3.0921333,1.7483311,-2.8834531037072164,-0.5494143620170908,middle,finger middle
0.6470498,-0.47813797,0.3287967481418423,0.34029725909900327,middle,finger middle
4.0012517,3.2941024,-4.195171242033383,-0.3994325826509802,middle,finger middle
-1.6972979,-5.5181003,4.476549893623241,-0.7316539208843313,base,finger bottom
0.30816355,-2.022153,1.293577195714515,-0.21684586874941283,base,finger bottom
-3.287793,-3.7376556,3.808608740066392,-1.0128954185046435,base,finger bottom
-1.9832478,-3.4266987,2.546057066950374,-0.37137659128905315,base,finger bottom
-3.50256,-4.262897,3.6265354617379404,-0.4968296223035938,base,finger bottom
-0.6731372,1.0537349,1.5748896665939698,0.18764636288943257,base,finger bottom
-1.4220061,-5.0984883,4.366232458280643,-1.1493949075468397,base,finger bottom
-1.7782413,-5.111436,3.759618422826763,-0.9918923785319875,base,finger bottom
0.50662404,-1.0569068,0.9735696696258765,0.5028334639608006,base,finger bottom
-2.4133105,-0.49543884,1.9106890325298496,6.202727958973903,base,finger bottom
-0.65239847,-1.1327646,1.0690294211151805,-0.2701750719139749,base,finger bottom
-2.8028233,-0.58146876,4.31834788192696,14.08306385355875,base,finger bottom
-3.5624866,-3.8683226,4.090268577927931,-0.9717361043977903,base,finger bottom
-2.4794567,-3.6105757,3.477899383818979,-0.6205079875992232,base,finger bottom
-0.8992284,-5.6591187,3.5858590094425637,-0.5780079792440649,base,finger bottom
0.86548394,-1.4470252,0.7336387135190238,0.022729055243243264,base,finger bottom
-1.755514,-5.3626604,4.0829499141972105,-1.164267905928253,base,finger bottom
-2.9721138,-3.3405197,3.5261812764523164,-1.1946571588796755,base,finger bottom
0.08506834,0.034673132,0.21209382215590528,0.32845112393770143,base,finger bottom
-0.7070197,-5.4956183,4.321049988469924,-0.7609162123852241,base,finger bottom
-0.10262796,-0.0068229665,0.620861545469963,0.18281082480267868,base,finger bottom
0.03723241,-0.14966558,0.6639370761693495,0.3784178615120886,base,finger bottom
-1.9474924,-3.956917,4.077303249032365,-0.48912085576911457,base,finger bottom
-1.416526,-5.340812,3.7128281097313067,-0.9459824069560293,base,finger bottom
-3.0540073,-4.724687,3.824297924250645,-0.2821777359232809,base,finger bottom
-0.100728996,0.029467203,0.3660195379571139,-0.29097885358254677,base,finger bottom
-3.2345166,-3.6294053,3.782532732798955,-0.7576975421854323,base,finger bottom
0.8386267,-1.0078039,0.9137804751940043,-0.2641584689611458,base,finger bottom
0.7434607,-1.3604978,0.5195732094194572,-0.04468413122570714,base,finger bottom
-3.1712952,-3.7120447,4.006667563050795,-1.183884537666761,base,finger bottom
0.6161503,-1.0854552,1.0312662384705151,0.12907726951008222,base,finger bottom
-0.4756361,-1.7669985,1.407846744527564,-0.2909236960869678,base,finger bottom
-2.3262272,-3.9657774,3.4101231674158026,-0.4519834923437538,base,finger bottom
-2.1914017,-3.5358944,3.024531148628451,-0.7766733056022777,base,finger bottom
-1.7304935,-5.4432993,4.13703164347434,-0.7037656699756326,base,finger bottom
-1.5564839,-4.9666805,3.7068878391408324,-0.9669522793905888,base,finger bottom
-0.85344076,-0.5808363,1.2129625124676786,-0.5996733550975559,base,finger bottom
-3.1199453,-4.251131,3.9532598719364813,-0.9329160843631743,base,finger bottom
-1.4669244,-5.0781655,3.167730877269941,-1.1351541057127217,base,finger bottom
-0.51205474,-0.82257164,1.0618941634591574,-0.3294089424680424,base,finger bottom
-1.5763061,-5.7936063,4.114601933158696,-0.1429280727658406,base,finger bottom
0.4229594,-1.1230389,0.7324502820559153,0.10180944678787801,base,finger bottom
-0.47864735,-0.032489587,0.5857914044185136,-0.19284629426730512,base,finger bottom
-2.2812047,-3.6241462,3.3726100911139563,-0.9089487534710109,base,finger bottom
0.51158035,-0.3656084,0.42366063111965874,0.02944857212859969,base,finger bottom
-0.7660329,-0.6224522,1.0387041103589472,-0.41180797489523074,base,finger bottom
-1.8838991,-5.6991262,4.5671020614876285,-0.2558897581431873,base,finger bottom
-0.6545261,-1.5032398,0.9259949211185063,-0.3330833349641137,base,finger bottom
0.22674318,-0.5537741,1.5176890719743084,0.1279945448736418,base,finger bottom
0.15775661,-1.3386337,1.254158658857569,-0.16940415759650923,base,finger bottom
-4.9270473,-4.9143605,6.676136360623561,-0.5737190708879412,none,finger blank
-3.8507934,-2.4698045,5.211896851582519,3.5884204145994247,none,finger blank
-4.535835,-6.90544,6.989866860821047,0.39831015849127827,none,finger blank
-4.708327,-6.5896497,7.015261598190072,0.18924376995784256,none,finger blank
-4.876149,-4.961756,6.5728596743908625,-0.3871055793087378,none,finger blank
-2.0358021,-5.8454337,4.774090424752218,-0.12694890268184028,none,finger blank
-5.6255093,-5.0949183,7.505616803081932,-0.5765625080675062,none,finger blank
-5.2761245,-5.248898,6.965049124494747,-0.6550758573616752,none,finger blank
-5.2146187,-5.150283,6.785101002099976,-0.49956891690084243,none,finger blank
-6.3192244,-5.115476,6.657640095511992,-0.4868628690950207,none,finger blank
-5.429394,-4.830793,6.884435898725891,-0.02096647026318297,none,finger blank
-5.7104588,-7.297923,7.056390061108239,-0.5776752913982686,none,finger blank
-4.826418,-3.9609249,6.4932110486465815,-0.47826276116909816,none,finger blank
-4.18741,-5.802006,6.135856678940442,-0.1216229645169632,none,finger blank
-5.6762786,-5.4816966,6.768775066674912,-0.7025540126933469,none,finger blank
-6.570885,-6.1596794,6.947703018763358,-0.07786838706078247,none,finger blank
-6.2983923,-6.0563993,6.745357375424048,0.01290230758179428,none,finger blank
-6.2862787,-4.6139717,6.634240624647536,-0.7206694265142366,none,finger blank
-5.1384754,-6.135444,6.7105551233128296,-0.7992208999444657,none,finger blank
-4.3967905,-6.2746058,6.799641481165161,-0.5567430184325944,none,finger blank
-6.2695904,-6.5675435,7.151554315793865,-0.16185884316359048,none,finger blank
-6.361421,-5.628609,7.1935212438740415,-0.40935558538728,none,finger blank
-6.0292892,-5.053898,7.2720414046633195,-0.1893791793847872,none,finger blank
-5.8535733,-5.8214626,7.042632059636132,-0.6530120839204456,none,finger blank
-5.1572685,-4.59257,6.678168466395014,-0.4960100515701938,none,finger blank
-5.397947,-5.70102,6.66314542297717,-0.5938795226917348,none,finger blank
-5.0741873,-5.788616,6.737618842457296,-0.43811747184659106,none,finger blank
-6.897216,-5.894627,7.109262243973764,-0.6928696090783554,none,finger blank
-4.1564837,-6.4592266,6.513132334462637,-0.6528637271184307,none,finger blank
-5.5639515,-5.566932,6.809479529488849,-0.9049822719495382,none,finger blank
-7.142024,-7.0560875,6.06476247119391,3.8096549023843567,none,finger blank
-4.4454036,-6.7835484,7.2274337292354724,0.179882491416581,none,finger blank
-5.890331,-5.289671,7.053620925511723,-0.38326394766029664,none,finger blank
-5.461633,-6.5889997,7.015745495961019,-0.8342452782814552,none,finger blank
-4.298619,-5.7061386,6.387157044115509,-0.06519788777380423,none,finger blank
-4.6575437,-5.6249547,6.623182052978943,-0.3645872821802378,none,finger blank
-4.689052,-5.4428644,6.38398464733729,-0.401335802112023,none,finger blank
-5.5596623,-5.6420145,6.961327336313344,-0.5469167762216602,none,finger blank
-5.8681397,-5.511614,6.757903458596667,-0.4074196103110699,none,finger blank
-2.551163,-6.7701087,6.487187160297352,-0.7170109782056678,none,finger blank
-6.7948976,-5.5345497,7.272303232805276,-0.5894545891013772,none,finger blank
-6.4831977,-5.302629,7.005586031181034,-0.6702709341047661,none,finger blank
-4.4222307,-6.34131,6.74196625171017,-0.6929411281393527,none,finger blank
-5.5499578,-5.8320966,6.899829780413912,-0.457692770303576,none,finger blank
-5.7858677,-6.2617774,7.168800986931551,-0.5762121509717942,none,finger blank
-6.4220605,-6.0366464,7.055270352793608,-0.5730696161826946,none,finger blank
-5.6108847,-4.2894063,6.67250569210728,-0.40603413397157917,none,finger blank
-6.0327396,-4.146876,7.0098329348921435,-0.20248376383917896,none,finger blank
-4.5441604,-5.227344,6.290555622292403,-0.4836471689671529,none,finger blank
-5.015618,-4.692234,6.699614776881266,-0.42640338152885326,none,finger blank
